,text,Category
642,@TyTyharper123 @shoe0nhead Good. Roe v Wade was judicial activism,Pro-life
643,@theonemung678 @washingtonpost No woman has sex wanting an abortion. That’s what all you freaks think. That women j… https://t.co/FSwbW69sni,Pro-choice
644,"Notice how many of the women protesting in favor of abortion are 
ugly and/or overweight.",Pro-life
645,"@JFerien @Keltic_Witch @JoeBiden Sadly, now that abortion is illegal in some states, it’ll be like before Roe v. Wa… https://t.co/IbFCvjZ8SO",Pro-choice
646,"@Keilet_FA @moko_ziko @meshshorts69 @LauraAbney99 @Susan113palomar @kirstenappleton You're telling the story, what… https://t.co/U2Yndjeo3c",Pro-choice
647,We all knew @SenSusanCollins was being to gullible during Supreme Court Confirmation hearings. Now she finally says… https://t.co/Kin0yefUNP,Pro-choice
648,so if i ask for a tampon in front of you you say gross cuz it’s my uterus but when i say i want an abortion you tak… https://t.co/Qhy9NESDNh,Pro-choice
649,"Pffft...all so stupid. Abortion is still legal in most states, where it should have been left back in 1973. Is Soros paying for these riots?",Pro-life
650,there’s a whole baby formula shortage and you ban abortion.,Pro-choice
651,NO SEX WITH MEN UNTIL ROE VS. WADE IS PROTECTED,Pro-choice
652,"@RinainDC Yeah Rinah, codifying Roe means passing legislation. This is, by definition, political.  If you keep voti… https://t.co/enGH5DMqCM",Pro-choice
653,"And so it begins. @NAACP 
https://t.co/fhue633yBW",Pro-choice
654,This Supreme Court Roe v. Wade ruling is pure evil – and the court just made a huge mess for itself… https://t.co/Rz0X6Z1Ptg,Pro-choice
655,The left is upset over Roe V. Wade but aren't you the ones that blurred the lines on what a woman is for us to even… https://t.co/DV9389eJ84,Pro-life
656,Absolutely. And why our government officials haven’t applied this fact to codify Roe is beyond me. If there were lo… https://t.co/TjYlF1Fuil,Pro-choice
657,@IndependentMr70 @Smartster86 @lynaecook @clearlycrystalz 56% less women died OF pregnancy just one year after roe… https://t.co/te3JJyHDpV,Pro-choice
658,"@OleanderNectar Abortion is racist.
The KKK was entirely made up of Democrats.
Planned Parenthood, Margaret Sanger,… https://t.co/wspdL9yANE",Pro-life
659,Jack White Blasts Trump for “All the Abortions You Secretly Paid For” After Roe v. Wade Overturned https://t.co/QFXFlhy2pD,Pro-choice
660,Worst part is that these are by and large men saying this. Woman from Houston want to get an abortion. She'll proba… https://t.co/BTgaO7fzSX,Pro-choice
661,@DasFineArt @Pieterjanfrees @Merylbrynn @gummieshark @kycarrerolopez Abortion isn't murder...It would be murder if… https://t.co/RTBVa3nWrB,Pro-choice
662,@historynutnyc @johnrich @kelliwardaz Stop the stupid….. this is not concerned abortion in any state… I have seen t… https://t.co/3az4vKgrlx,Pro-life
663,"@nytimes @mayemusk Hormonal birth control, IUD, Nuva ring, hormonal shots. CONDOMS There are so many more options t… https://t.co/gMYbFtGn88",Pro-life
664,"@EmelRojasC If you’re against abortion, don’t get one.
If you’re against contraception, don’t take any.
If you’re a… https://t.co/Bt5aqEp6FF",Pro-choice
665,I really will be in a good mood and then I think of roe v wade being overturned and just feel darkness,Pro-choice
666,"Abortion is, by definition, dehumanizing. https://t.co/HK5Eq1uMjt",Pro-life
667,@naughtynell101 @survivinglife3 @AmitAryaMD @jackalack48 Of course! Abortion during first 3 months should be availa… https://t.co/9u0wGeuoDD,Pro-choice
668,When your guy friends finally post something so you think it’s about Roe vs Wade but its baseball news….. Your lack of care is astonishing.,Pro-choice
669,@SieveVomit @2_Screwz_Loose @krisyio @THESPlRAL people need basic healthcare man abortion is apart of that,Pro-choice
670,"@IceManIsaac Also, abortion bans are unconstitutional since the opinion of when life begins is in many cases based… https://t.co/OkgJTrGi3M",Pro-choice
671,Folks of all genders should refrain from having sex except for the purpose of procreation until Roe versus Wade is… https://t.co/zrZJB4Y2YB,Pro-choice
672,@BSmithwood I think AOC has said a lot of stuff that makes sense in the last 24 hours. Elected Dems need a strategy… https://t.co/WrhDOdH7ow,Pro-choice
673,Abortion is legal in Islam you disgusting coconut! https://t.co/kFnmuODTTS,Pro-choice
674,"No access to abortion:
-infanticide
-partners murdering pregnant woman
- increased rates of suicide in pregnant wom… https://t.co/MAZhpFXcn8",Pro-choice
675,Angie and I couldn’t have picked a better time to visit Storm King. Reinstate Roe v Wade❗️#WangechiMutu https://t.co/4b3hvbkLBl,Pro-choice
676,@gulliblebeaut @Biscuitlegss @RDusssy @freemindom @LVMoose19 @NikkiFried Yah nobody in Germany at the time cared ab… https://t.co/O5j8bkcvzZ,Pro-life
677,And another point is to hopefully help you see why it’s such a big deal Roe vs Wade got overturned. This affects so… https://t.co/Y4JMixpOgg,Pro-choice
678,"@POTUS You did fuck all to codify Roe v Wade, and will do fuck all to right this wrong now. https://t.co/BtPGRhqkWp",Pro-choice
679,"@ElieNYC I hate what the Supreme Court just did, but let's not atta CC k blindly.

Brown overturned the precedent s… https://t.co/fWww94f3TR",Pro-choice
680,"This. It's nobodies business but the person having an abortion.

People have them for tons of reasons, nobody but t… https://t.co/YSCkGDjWoO",Pro-choice
681,"@jennie0501 @RealKaylaJames Was I unclear?
The Democratic Party doesn't care about your rights as a women, even if… https://t.co/zbCZflMfhn",Pro-choice
682,that so many people conflate abortion with killing children and are simultaneously allowed to have an opinion on roe v wade is insane,Pro-choice
683,I am curious... was there ever a vote from the american people about roe vs wade? cuz I never saw it. Now 6 people… https://t.co/abOKw3RCNE,Pro-choice
684,"what does roe v. wade have to do with this? 

in some states, this woman could have been denied this choice to deli… https://t.co/E4K2djbqXJ",Pro-choice
685,@POTUS Not at all. You’re lying because you know your base is ignorant. US abortion laws are more in line with Chin… https://t.co/AXX25vCCeY,Pro-choice
686,@DanielH77452497 @NikaMelkozerova Republicans want to make the ban on abortion national law if they take back Congr… https://t.co/oHBPu3e9Mu,Pro-choice
687,"What if we re-branded abortion?
Let's call it...Cancel-Baby, or Nah-Fetus, or Go-Go-Abobo.

#AbortionIsHealthcare",Pro-choice
688,"@_bekt0r_ @michaeljknowles “Before he formed you in the womb, he knew you.” Science says a fetus is human. Why do y… https://t.co/qb7cS95j2r",Pro-life
689,"@SaintHoax Thank you,
#Evangelicals
#Catholics
#Christians who are #AntiChoice regardless of circumstances.

#Jesus… https://t.co/qpXBIyP1G7",Pro-choice
690,The choice to have an abortion is a social and health care choice.  Abortion happen pre roe re Wade and other globa… https://t.co/9d4X6lwrYv,Pro-choice
691,It's no one else's business why a woman has an abortion. And the 14th Amendment protects women from stipulations. Y… https://t.co/JIepMSSVnt,Pro-choice
692,@StandForBetter To be fair racist Cornyn was putting down Obama for criticizing the SC's ruling on Roe v Wade not c… https://t.co/cl8hKDjMwW,Pro-choice
693,"@marcusallencat @KatieforMD Hell. No.

Maryland must be a safe haven. I’ve fought for more than 20 years in public… https://t.co/Q6dxp7knFP",Pro-choice
694,@MariahCarey It must be really hard describing to an 11 year old how important it is to be able to have unprotected… https://t.co/zQokpWyo4H,Pro-life
695,"@Yoda1FourMe @melisachao @Benicetoopeople @CobaltAdvocates If Hillary had been elected President in 2016, we wouldn… https://t.co/yylz9KMI7X",Pro-choice
696,"@TheRealMatt22 @seankent @atownsquare Precedent held segregation in place, just as it did Roe v. Wade. Defending Ro… https://t.co/onXx0h6HXt",Pro-life
697,@LeahKonen To those who say that you shouldn’t have having sex if you’re not to start a family or don’t have kids u… https://t.co/tS5RUq0mHJ,Pro-choice
698,Women desperate enough to get an abortion are desperate enough to get an illegal abortion.,Pro-choice
699,@Jennfrhi @MariahCarey Pharmaceutical abortions are why the 20 somethings of today treat abortion like contraception. Sad but true.,Pro-life
700,@OmnisLuminae @ElijahSchaffer @SaraGonzalesTX They can get abortion in Commifornia tho 😂,Pro-life
701,i wanna cry so bad im at work returning the papers and roe v wade is on a bunch of front pages and i just hurt inside,Pro-choice
702,@MariahCarey You mean abortion on demand.  Better u teach her to say no.,Pro-life
703,"@iSurmise3 @POTUS @MurchDave Yet, no rights are taken away from men.              Contraception can fail. Ectopic p… https://t.co/WcU6k5RTKL",Pro-choice
704,@cappyswife01 They know a pregnant employee will cost them more than an abortion trip. They’re paying you (playing you) to get an abortion.,Pro-life
705,"The criminalization of pregnancy. Republicans hate women.

Without Roe V. Wade, Pregnant Women May Face Arrest For… https://t.co/OgdMoAeX65",Pro-choice
706,@TowerRato1 @kylenabecker Did you read the article or just the headline? It’s for female troops and service member… https://t.co/cGmBjZzygY,Pro-choice
707,@Bayleewilson @Toriastweets @LtlAbs @POTUS https://t.co/Y54Yuj5tH7,Pro-life
708,@FoxNews Roe v wade was unconstitutional and should have never been in place to begin with.,Pro-life
709,@AotearoaMouse @Specneedsmom4 @MelpomeneMel @BNNBreaking Abortion isn’t killing my guy,Pro-choice
710,@J_AlanWebb @INukeYou @thelucasmatos @TrumpMonte @StephenKing Congrats. But don’t base laws that effect woman on fa… https://t.co/lvw81BGp5M,Pro-choice
711,"@drdabbles Yeah, it should have been codified, but Roe v. Wade would be fine right now and no one would be talking… https://t.co/5QdSwuCjdq",Pro-choice
712,@luojiwansui @CheesecakeGunty @Kelly3132 @AnthonyCabassa_ @VenturaReport I highly agree but you can't convince thes… https://t.co/9xSJZKZDSa,Pro-life
713,"In all seriousness, I need to know the justification for being so excited that Roe v Wade was overturned. Beyond “s… https://t.co/Q1KfzRopJo",Pro-choice
714,"@kxntie @karlarod_ So you say ""where people can make their own decisions"" then say you're against abortion looks li… https://t.co/H24cUM6wHV",Pro-choice
715,"@jacksidjonbill @TimBryson16 @BrettMegarry Poverty is a HUGE risk of life, what is the % of those where denied abor… https://t.co/iD7Fmq6RAh",Pro-choice
716,"@SenBillCassidy You're with the party that just canceled Roe v. Wade, right?  You're not trying to distract from th… https://t.co/7oM3qfVFqE",Pro-choice
717,@PGator93 Plus your pregnancy or abortion won't kill strangers and people you contact.,Pro-choice
718,@piyushmittal How many evangelicals got secret abortions? I had a relative who lived in a state where late-term abo… https://t.co/lmnmustJku,Pro-choice
719,"@ckn4502 @B52Malmet @Skepmi Exactly. It was many years ago, so I don't know, but I hope that my response was ""I'll… https://t.co/rVp3kIAxxK",Pro-choice
720,"still cannot believed roe v wade got overturned. i live in canada, we aren't that safe either, but still. its so sa… https://t.co/cih9L9cZcF",Pro-choice
721,Oregon is often thought of as one of the bluest states. Let's keep it that way and keep this christian nationalist… https://t.co/FPJCmcvggn,Pro-choice
722,"""Pure comedy"": Most hysterical Roe v. Wade strike-down reactions | Rob S... https://t.co/Mpkp0xbvH5 via @YouTube",Pro-life
723,"@shannonrwatts So, when there's another school shooting, will this be classed as a late term abortion?",Pro-choice
724,@TeresaMayNot @Puddledumpling I’m 70. Roe v Wade didn’t exist. Women had to have backroom abortions that often scar… https://t.co/ED5zhQdQb5,Pro-choice
725,@VoteGloriaJ Try to compare to the Taliban try getting a abortion there. Move there and find out. The home of missi… https://t.co/vUB6ZGKMxs,Pro-life
726,@alchemyjoe @marwilliamson The TRUTH- most men refuse to believe that a lot of women enjoy sexual experiences just… https://t.co/L5kf6UgKEH,Pro-life
727,"I believe in a woman’s right to choose. It is that simple.

As a husband and a father of a young daughter, the poli… https://t.co/3xmdXM7PaT",Pro-choice
728,I don’t get this argument by pro-lifers about providing free services to women. Does Roe v. Wade stop them from pro… https://t.co/uhUmSt0VMa,Pro-choice
729,"one last thing before i get go off social media for a while,

abortion is NOT of God. that’s it. that’s all.",Pro-life
730,"@AOC People are already dying...
Every time an abortion occurs, people die.
How about you come back to reality, and… https://t.co/1j0HeOAi4d",Pro-life
731,absolutely love seeing all my former Catholic school classmates who were pro-life being outraged about Roe v. Wade… https://t.co/xajHqB0Ftv,Pro-choice
732,"@BarackObama 170 years of abortion being illegal prior to row is a precedent, for abortion being illegal. I can play that game too.",Pro-life
733,@JoeBiden WHAT ABOUT THE PEOPLE WHO ARE GONNA SUFFER BECAUSE OF ROE V WADE FALLING? YOU DON’T CARE ABOUT THEM TOO???,Pro-choice
734,Look I don't wanna sound fukd up but Im kinda glad abortion was struck down. Now you hoe ass bitches and niggas gon… https://t.co/RWj9s9ncRS,Pro-life
735,There is so many forms of birth control available to women &amp; men that would prevent 90% of unwanted pregnancies. Pe… https://t.co/ezQbrFxK6W,Pro-life
736,"@momochangames @kentd99 @robert_spalding @ElbridgeColby No.
The baby counts. Abortion is no sort of Healthcare. ""Em… https://t.co/sL8qy8214l",Pro-life
737,Roe V. Wade case was the case that had changed everything up until yesterday. Even though Roe turned Pro-Life after… https://t.co/J0Ft8gaphy,Pro-choice
738,@mmpadellan How about if a girl/women wanted an abortion but is not allowed then the man should have to have a vase… https://t.co/zlNV7cVg3G,Pro-choice
739,People getting tear gassed and arrested for protesting Roe v. Wade being overturned in a country where we supposedl… https://t.co/o5ak1YvW66,Pro-choice
740,"i know two things as truth: the democrats are the only ones who can save abortion rights, and that the democrats ca… https://t.co/GgF6uyW43H",Pro-choice
741,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/da51uVqZfz,Pro-choice
742,"Asked my mom what she thought about the ban on abortion. She says she’s fine with it, since she doesn’t believe in… https://t.co/J8lbnBb1uR",Pro-choice
743,@HockeyDad2AandZ But. The ones upset about the roe v wade are saying to delete the apps bc they could be tracking who is pregnant 🤦🏼‍♀️,Pro-life
744,"#BloodOnGOPHands #GOPHypocrisy #SCOTUS So, the @GOP says gun rights fall under the federal govt jurisdiction but… https://t.co/r3KTSexwci",Pro-choice
745,@ShadayaKnight 🚫❌ N🅾️ to abortion,Pro-life
746,"@SallyMayweather Nobody needs an assault abortion, just comply, follow the science, trust your government.",Pro-life
747,@laraaaanguyen the anti-abortion right literally assassinated a doctor for being vocally pro-choice but thats been memory holed!,Pro-choice
748,@RyanMcChesney1 @QuintonLucasKC I sincerely hope you never have a daughter requiring an abortion to save her life.… https://t.co/aiUaYVmPQg,Pro-choice
749,"""wE cAnT dEfEnD aBoRtIon RigHtS bEcAuSe iTs nOT iN thE cOnsTiTuTiON"" my brother in Christ, shut the fuck up.",Pro-choice
750,"This female Nazi, proudly standing with a pig who abused 26 women, has paid off porn stars and is rumored to have p… https://t.co/eKg2tLIZOl",Pro-choice
751,"Agreed. 

Revoking Roe v. Wade and using Christianity (and Catholicism, specifically) as justification removes reli… https://t.co/dhJBDDsXy8",Pro-choice
752,"I feel like I shouldn't have to say this, but abortion access isn't just for women. It is for transmen and nonbinar… https://t.co/7FPeD0RhBa",Pro-choice
753,@literallyroche @JohnTheodoridi8 @LilithLovett i dunno goyim an abortion is mandated by my laws if the mother's lif… https://t.co/WyOrq3by6B,Pro-choice
754,@CKHyppolite If they don't want to have children then they should enable all the numerous contraceptives and mechan… https://t.co/8y5GiOezur,Pro-life
755,"@Tanner_rayburn1 @bugrrl @Xbox But again, the term “fully living beings” is different from person to person but no… https://t.co/hxEqTvyHmb",Pro-choice
756,"Interesting framing: at the time of the Civil War, most white people in slave states wanted slavery to continue for… https://t.co/oTaWsZ7bxW",Pro-choice
757,"From: catlovercathy63@yahoo,com

FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FWD: FW… https://t.co/5DUlTy2Cy3",Pro-life
758,@subashtane @seanlance77 @Salahshairline @POTUS Although I don’t agree with a lockdown I will say the overrun of ro… https://t.co/g86JE7MQLG,Pro-choice
759,"@MariaSherwood2 Too many National MPs voted ""No"" to the government's bill in 2020, not wanting abortion to be legal… https://t.co/N4TzfKY2QF",Pro-choice
760,"@shaydeofgold I know a woman who knew her baby could not live outside the uterus, but chose to bring the pregnancy… https://t.co/gVjNYm7KtY",Pro-choice
761,"The religious right wing nuts are not brazen by the SC’s decision to overturn Roe v. Wade. 

Now, they’re pushing t… https://t.co/Olj7ATIYUJ",Pro-choice
762,"@CdnComrade Y’all are both hypocrites, both abortion rights and vax mandates are about bodily autonomy. There would… https://t.co/KCTx0f3Qvs",Pro-choice
763,@GovernorVA Please keep abortion legal in Virginia!!!!!,Pro-choice
764,@POTUS Maybe a “rape and incest” task force is in order since those are the leading cause of 70 million baby deaths… https://t.co/ifD56w95le,Pro-life
765,Imagine rationalizing the equating of “Separate but (not really) Equal” for those actually alive and in the world w… https://t.co/Vhi4JMbmnT,Pro-choice
766,The decision to overturn Roe v. Wade is a devastating attack on women's rights. The UK government cannot remain sil… https://t.co/0F7UUZfzzR,Pro-choice
767,"So scary that this is a possibility following Roe v Wade being overturned, the US is really moving in the direction… https://t.co/rjBKk6omUk",Pro-choice
768,p4 I have no self righteous opinion to share about my personal views on abortion.  My heart feels a little broken r… https://t.co/ttdSjtgmK1,Pro-choice
769,“Abortion is murder” girl didn’t you secretly get an abortion after fucking the whole city?,Pro-choice
770,thinking about how my coworker said dont have sex if you dont want babies in response to roe v wade after she liter… https://t.co/ZTO6Sg1ysl,Pro-choice
771,"People are so obsessed with pattern-matching that they destroy their own points. Ok congrats, you proved that the p… https://t.co/2seXHlYMiD",Pro-life
772,"I am disgusted, at the situation going on in USA w Roe v Wade being  overturned, this is an attack on women. A viol… https://t.co/q05zBmbgFb",Pro-choice
773,"Theme of this years VBS at our church: Returning to The Value of life!

The end of the week: Roe V. Wade overturned… https://t.co/sbDQUJdsnR",Pro-life
774,@IBexWeBex Even in the bible you have parts pro abortion,Pro-choice
775,Do people really not understand that Brown v Board *reversed* Plessy v Ferguson &amp; that was a good thing &amp; even a pe… https://t.co/RLOAiv7MKz,Pro-life
776,"Issue where the Senate overrepresenting smaller states, which are disproportionately anti-abortion, masks the popul… https://t.co/1hFaDm9v2z",Pro-choice
777,@bgilman66 @RealPaigeWWE You desperately resorted to a scenario that absolutely no one's seriously advocating for.… https://t.co/0aJylAaONW,Pro-choice
778,"Searches for how to move to Canada spiked over 850% on Google after the Supreme Court ruled to overturn Roe v Wade,… https://t.co/bmhp9s4ONc",Pro-choice
779,"@M3rgeRight @Judie09302915 @GovRonDeSantis But abortion isn't murder, it's just the removal of a non-sentient clust… https://t.co/ZC5znNzgKd",Pro-choice
780,@SemperFireworks @TheRickForReal @KeithOlbermann Support for abortion access is also bipartisan. And there are a LO… https://t.co/dPA0OU6gRq,Pro-choice
781,"IF YOU ARE SILENT ABOUT THE CODIFYING OF ROE V WADE, YOU ARE PART OF THE PROBLEM. SPEAK UP AND GO TO THE CAPITOL. J… https://t.co/cMrhx4PNre",Pro-choice
782,"@parisa4justice This is absolutely incorrect. Yes, there’s an evangelical arm of the GOP that wants to prohibit abo… https://t.co/8WGrYFKoTv",Pro-life
783,"@sexybenny691 @RichardSniffer6 @DWetDidDat @Dexerto Agree with abortion, But like I said you have to actually inter… https://t.co/4QJFWqF2So",Pro-choice
784,"@willpetetom You are either a hypocrite or ignorant. 

As a Christian you should be embarrassed of the fascist tact… https://t.co/2mtboPe6Px",Pro-choice
785,@MarshaBlackburn Well DUH did you read it.Nope not you. The horrible over turning Roe:Wade took our rights to our autonomy of our own bodies,Pro-choice
786,"if you are pro-life don’t have sex until you are doing it to procreate. using birth control, condoms, or the pull o… https://t.co/J7K65bpMKe",Pro-choice
787,https://t.co/uplQRKQdkV,Pro-choice
788,Roe v. Wade based on a lie https://t.co/EBuqhcGQ5a,Pro-life
789,crazy how liberal women are literally unable to conceive of opposition to abortion as anything other than some nefa… https://t.co/164NUh5jLM,Pro-life
790,@CallMeK1123 I’m kinda confused. Pregnancy doesn’t just happen right? So if you willingly have sex and get pregnant… https://t.co/ECVRjxOYD3,Pro-life
791,"fyi for all the mormons, the church is literally pro-choice (remember all those agency lessons??) plus the handbook… https://t.co/oaA9R0laXu",Pro-choice
792,@collette70 @JoJoFromJerz It’s unfathomable. I’m old enough to remember when Roe v Wade was first decided. And I’m… https://t.co/U8WrQS2Qct,Pro-choice
793,"@GavinNewsom How is abortion, reproductive care?
Abortion is life ending, which has no link to reproductive care.
Y… https://t.co/Xw7JFXobu2",Pro-life
794,@realTuckFrumper “Not all of us agree on a personal or moral level on the issue of abortion. But we stand together… https://t.co/hbQKmnSSoK,Pro-choice
795,"@RealYeshua1 @TheAstuteGaloot With all of those things, I agree.  So what does any of that have to do with Obama or… https://t.co/eGaIhVEtng",Pro-life
796,It's a form of discrimination! I think you are correct lawsuits will be coming. It's discriminating against people… https://t.co/Xqa42MctPz,Pro-life
797,@jetsarebest @fireflymagnolia silence is violence and the pro choice groups are posting a TON and a lot of misinfor… https://t.co/CHxVXuL6DV,Pro-life
798,i’ve been performing pre-abortions for decades and at a much higher rate than the number of women nationwide that h… https://t.co/7Vomfj22nM,Pro-choice
799,"@aleja_delfino @Susan12409 @GovRonDeSantis Research what abortion laws were legal before roe v wade, these cases we… https://t.co/RGsDBD7mlN",Pro-life
800,"@DiamondandSilk The abortion is a epidemic disease and if we read what Margaret Sanger, their objectives are clear. And a lot of shame",Pro-life
801,Lost in the abortion debate is the topic of super profitable baby organ harvesting. Imagine if leftists knew about… https://t.co/TD18c8lDyh,Pro-life
802,@DBCoope43604497 That's why I don't think it will have any impact on the elections this November. Most of these peo… https://t.co/ob7K1YZEya,Pro-life
803,"@OneGirlMelissa Melissa - YOU get it. ""Shout my abortion""? Horrid. No less than if I were to say how many women I had ""tagged"".",Pro-life
804,Dear @gop @LeaderMcConnell @GOPLeader I hope the overturning of Roe v. Wade ends up being a decision that sinks you… https://t.co/wCSZxOTbet,Pro-choice
805,"@thehill @SenJohnThune @thehill and SenJohnThune a triple, nothing to be proud of guns killing  children in schools… https://t.co/0WemJjLnuX",Pro-choice
806,"@N8Sh00ts @LoserKids11 @Indycards2 @777jorgeivan European countries are far from perfect, of course, despite most b… https://t.co/9PuZrVOuTw",Pro-choice
807,Roe V Wade Overturned By The Supreme Court forcing a woman to have a child is disheartening and it's ludicrous. Esp… https://t.co/PvRdmXZTq1,Pro-choice
808,"nazism wins = roe vs wade 
usa is becoming a threat to humanity",Pro-choice
809,"More proof that #BrettKavanaugh always has been and still IS A LIAR! 

https://t.co/uRudfElL5q",Pro-choice
810,@JenRourke29 Roe v Wade represents the hate a lot of men have for women. 💯,Pro-choice
811,You said they would never overturn Roe v. Wade. They did. We knew they would. You'll say they'll never outlaw marri… https://t.co/u1wus36Qo8,Pro-choice
812,"How many other @NZNationalParty MPs also think that abortion should be illegal?
👇 https://t.co/kwxsQrCyCy",Pro-life
813,"Just a reminder in case you think the government is going to do one damn thing to advocate for abortion or even, mo… https://t.co/NV4sTunBXO",Pro-choice
814,"@rachelmillman Reminder that men in general support abortion rights.

Keep your focus on your real enemy: conservative men and women",Pro-choice
815,"@tariqnasheed Roe v. Wade affects millions of women. Don't make it about yourself. ""White liberals"" have been suppo… https://t.co/cGTbBvf3vS",Pro-choice
816,"@cynthiaboaz @MichaelRapaport @Rubygirl_Tweets This is not rocket science, honey. Go to a state where it's allowed.… https://t.co/VtXEAyNKhE",Pro-life
817,"@amy_casner @FolmanKarina My mum had a back street abortion in the 1945, She was  20, and long before she met my da… https://t.co/BzzKtkTWK3",Pro-choice
818,@georgehahn And BTW. George Carlin was right - Abortion https://t.co/ZPm66aFwN1 via @YouTube,Pro-choice
819,"@SpeakerPelosi Please Madame Speaker, you have to help us now that Roe v Wade has been overturned. Our freedoms are… https://t.co/qY11TbYjxX",Pro-choice
820,@RepValDemings How did you become a mother and grandmother seeing you are all for abortion ?,Pro-life
821,@JoeBiden I have a question regarding the two Supreme Court justices who were recently confirmed. How can the state… https://t.co/JhgGyTpTrc,Pro-choice
822,"@jaybear352 @BetteMidler Because the Texas Government,at least, has taken women’s right to privacy away by making i… https://t.co/qkMFomGJjF",Pro-choice
823,"Very unhappy about Roe v Wade outcome, but what should we expect--since allowing Rupert Murdoch to own Fox (95), no… https://t.co/aZLrqJJBBV",Pro-choice
824,"@EmmanuelMacron You Bafoon, The Supreme Court did not impose any restrictions on Abortion. Depending on where you g… https://t.co/MvFTX4u3kn",Pro-life
825,@tegoyer @JD_ForTheWin @J_Hurstman @JudgeJeanine Overturning Roe means states decide. There is now no federal law p… https://t.co/ABKedSdIoU,Pro-choice
826,@JoeBiden Dont you have the power to make an executive order to make Roe v Wade into a permanent constitutional right?,Pro-choice
827,"Pretty amazing that Dobbs was handed down on the birthday of Nellie Grey. Nellie organized the March for Life, to p… https://t.co/nG1D8Ptzdj",Pro-life
828,"@Ivanka_Jade @bmaat99 Just to clarify your response, you do know a D&amp;C is an abortion. Right?",Pro-choice
829,@TheMightyVeg @Forbes King James version. More on God's detest of abortion... Jeremiah 1:5 tells us that God knows… https://t.co/trojoeyaFa,Pro-life
830,"@grey_son7 VOTE BLUE, WOMEN!  Let’s take the majority in the house &amp; senate and CODIFY ROE V WADE!  We can do it if… https://t.co/KH7aMSW9Lp",Pro-choice
831,Just talked to my 13 yo about how Roe v Wade was overturned. He was on an academic trip yesterday when it happened… https://t.co/quC470JLLY,Pro-choice
832,"like as always americans dont understand anything and us italians have to teach em everything:
trick is to not abol… https://t.co/hLf65FPLxT",Pro-life
833,"@TheDemCoalition But....how many of these same companies gave money to Republican Governors, who supported taking a… https://t.co/x4wsY8PZOW",Pro-choice
834,Some of yall needed Roe vs Wade to be gone to realize we aint really free? Lol where u been at?,Pro-choice
835,@IAmColinnnnn @Grapshausen69 @RealPaigeWWE And neither does abortion control! Women across the country will go to e… https://t.co/cntxMTKfkJ,Pro-choice
836,"@Raiyan_LoL @artspo_ @ughasiaa @mentallyilljew @annisa_cardona Yes , as a Muslim - abortion is permissible until Al… https://t.co/g7EeTsT9jZ",Pro-choice
837,@LilaGraceRose Thank you Lila for your tireless work ♥️ I think the overturning of Roe v. Wade has revitalized many… https://t.co/9SRUpHqiLw,Pro-life
838,@POTUS You can fix it. #ExpandTheSupremeCourtNow before we marriage equality and contraception are a thing of the p… https://t.co/mLHx4cWTEH,Pro-choice
839,"It’s not gonna stop at Roe v Wade. Literally everyone. EVERYONE. Who is not upper middle class or rich, will suffer",Pro-choice
840,"When a man hates to wear a condom he reacts like this to the roe v wade decision. 

Wear a condom, Sparky https://t.co/tmed7sNDyE",Pro-life
841,NOW they see it? NOW? IMPEACH THEM. THEY'RE OATH BREAKERS VOTING FOR THEIR OWN BEST INTERESTS. Sen. Susan Collins a… https://t.co/GuX98FyETO,Pro-choice
842,"@KGroskreutz At least you can admit it. Take a look. 

https://t.co/3uSzJbaETq",Pro-choice
843,i wonder what mista clarence thomas woulda done if his victims ended up pregnant (hint: he would have begged them t… https://t.co/ZiYUrtnjaF,Pro-choice
844,"@KathyFitz64 As I said before, it’s not me you have a beef with, it’s with those advocating 9 months abortion. Are… https://t.co/xNVA5lzB48",Pro-life
845,"@Annakhait I agree there's such a things such as condoms or birth control, but abortion is something that should never be a option",Pro-life
846,"""Alito, Thomas 7 the Trump triplets overturned Roe v. Wade, a piece of judicial legislation written to save women f… https://t.co/ZAmfCPDwVh",Pro-life
847,So do you have to tell your boss you need an abortion now to qualify? What are the privacy procedures since outside… https://t.co/PtwnRrXSPp,Pro-choice
848,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/gEeXTifxxb,Pro-choice
849,"roe v wade was just the first domino to fall, they’re after brown v board next, then gay marriage, and they will  c… https://t.co/iXck6yTeid",Pro-choice
850,"@ThorVonClensen @mtracey All I do know is I know some females who have had abortions &amp; dont regret it one bit.
Also… https://t.co/E0NPy27JEA",Pro-choice
851,that’s literally what they said about roe v wade dipshit https://t.co/ImvZgUR1nL,Pro-choice
852,"By overturning Roe v. Wade, #SCOTUS is now practicing medicine without a license. Isn't 𝙩𝙝𝙖𝙩 a crime?",Pro-choice
853,@lizzwinstead I’d like to see a “We Are The World” style anthem featuring every superstar with all proceeds going t… https://t.co/XyHWDlrnE8,Pro-choice
854,"@rangermonk1 ""Abortion ban""- not a thing. 
""Gonna kill more women""- literally, how? If anything is saves women...
""… https://t.co/LRWdlmpI1v",Pro-life
